Attendance,Home Score,Home 1st Q,Home FG%,Home 3pt%,Home FT%,Away Score,Away 1st Q,Away FG%,Away 3pt%,Away FT%
18141,115,43,45.3,30.0,65.4,127,35,48.0,47.8,100.0
18997,119,36,46.9,34.4,64.3,127,38,50.5,36.1,76.2
19068,118,40,45.9,35.3,88.9,106,32,40.5,17.9,83.8
17923,85,11,42.1,33.3,61.9,92,24,41.5,26.9,73.9
18846,89,25,39.8,27.3,82.4,102,28,42.9,45.5,80.8
18196,113,27,44.0,28.1,61.5,107,36,41.5,34.0,61.9
18410,112,32,43.2,36.4,100.0,131,31,53.3,51.4,89.5
20328,123,36,46.8,51.3,93.8,100,26,40.7,30.3,76.2
19156,116,32,47.5,26.7,78.0,95,19,36.9,21.2,83.9
18615,114,30,51.7,35.7,66.7,90,28,42.2,27.8,83.3
17583,113,22,42.9,31.8,80.8,129,44,51.2,44.2,81.5
19603,124,33,51.1,51.7,83.3,107,34,42.6,43.9,100.0
15488,128,30,51.1,45.2,75.0,123,44,50.0,31.3,77.3
17754,129,30,49.5,39.5,66.7,108,26,39.4,26.1,87.0
18055,117,30,39.0,31.4,86.4,109,28,44.7,30.3,75.0
19800,129,32,56.0,47.1,82.6,102,29,38.9,31.3,65.4
15086,103,22,45.8,20.6,72.7,112,25,41.9,40.0,95.7
12337,100,24,46.1,29.0,64.3,112,25,53.8,47.1,58.8
16303,134,37,56.5,51.4,66.7,139,33,55.9,38.5,71.4
17120,117,36,50.6,40.9,82.8,125,40,49.4,50.0,77.4
16231,115,34,50.0,40.0,90.5,123,28,53.3,41.4,88.2
14891,119,35,48.3,44.1,85.7,97,31,43.3,35.3,72.2
19725,137,30,56.5,50.0,83.3,106,26,43.4,34.2,84.0
14597,96,36,46.7,11.8,83.3,82,32,34.7,30.8,66.7
15819,113,29,50.7,51.9,74.2,109,20,43.5,34.2,78.6
19068,108,29,46.4,40.7,79.2,105,39,42.1,32.4,81.3
15424,108,33,38.4,28.6,75.0,120,26,47.1,30.6,76.5
18055,125,22,44.3,33.3,82.6,110,34,47.0,39.4,79.2
19520,127,37,51.1,50.0,72.0,99,28,39.6,29.0,81.8
18997,129,21,58.8,42.9,68.0,102,19,44.0,48.1,60.0
13707,116,38,48.4,42.9,75.0,108,31,54.5,46.2,80.0
19156,116,32,53.5,56.5,68.8,100,24,42.7,41.9,76.7
19800,119,30,50.0,37.5,87.5,118,20,52.4,48.7,81.3
14352,129,40,51.0,41.2,86.7,88,25,36.5,12.8,72.2
18203,109,29,46.9,34.6,80.0,103,28,46.1,39.5,54.5
10779,120,24,49.5,25.7,75.0,127,36,52.4,40.6,93.3
20069,107,32,36.2,39.5,91.7,121,31,52.8,48.0,75.0
18306,95,32,41.9,35.9,64.3,98,25,43.3,23.3,72.2
19068,128,25,50.6,44.4,73.7,111,23,43.0,38.1,71.4
18895,105,30,46.7,30.0,68.4,103,19,45.3,29.0,86.7
18247,119,25,49.5,44.8,60.9,125,32,56.3,42.1,57.9
17928,112,22,46.8,32.4,66.7,101,26,37.4,42.2,57.1
19653,125,27,53.3,48.6,75.0,117,35,44.6,35.7,89.3
18997,111,29,49.5,29.0,75.0,121,28,50.6,45.2,88.9
20476,119,29,50.0,50.0,76.9,118,33,46.2,40.0,85.7
20779,119,26,53.3,56.0,60.0,107,25,40.9,23.8,83.9
19156,112,28,43.0,43.2,81.5,107,26,40.7,33.3,92.3
18203,108,29,51.3,21.7,83.3,101,24,42.7,28.9,73.7
17028,106,31,45.3,29.4,81.8,115,36,47.7,44.7,82.4
17043,127,46,55.8,48.4,96.3,91,26,34.1,22.9,84.6
16760,105,30,48.8,43.2,50.0,97,28,44.2,30.0,68.0
18306,117,32,49.5,33.3,70.8,114,38,45.4,42.5,64.3
16632,95,24,37.8,25.0,78.6,111,29,45.2,38.5,75.0
15980,92,28,49.3,44.8,68.8,95,17,44.7,36.4,64.7
19370,100,10,43.7,30.6,72.2,116,31,50.6,48.6,100.0
17923,117,26,53.0,34.6,74.1,124,31,46.3,39.5,84.0
19800,119,33,47.4,40.0,71.4,118,36,44.6,36.4,83.3
18978,142,40,54.7,59.1,66.7,115,31,47.7,34.6,82.8
18064,120,25,51.7,40.6,65.2,125,33,52.4,48.3,73.5
16843,108,37,43.7,28.1,100.0,117,28,54.9,39.3,76.2
16756,122,24,52.3,54.3,65.0,102,23,50.6,29.2,72.2
18203,111,32,45.3,40.7,75.9,112,28,45.2,44.4,74.1
17251,99,30,35.0,21.2,75.9,106,18,42.2,15.6,60.0
16309,140,20,45.4,35.0,90.3,135,31,47.3,38.2,72.0
21018,118,38,50.0,40.7,71.9,111,25,48.9,37.5,76.5
18055,113,33,46.3,35.7,71.4,114,25,48.8,39.5,83.3
17240,92,21,36.8,21.2,68.2,133,36,57.0,33.3,75.0
19726,115,38,47.1,45.2,72.7,109,36,39.8,40.8,78.6
13941,76,11,35.4,20.0,84.6,87,21,37.5,25.0,85.7
16761,105,28,48.9,23.3,72.7,106,30,40.2,32.4,75.0
17076,135,22,52.6,47.4,77.3,126,28,53.4,43.2,94.1
19800,137,40,57.3,51.5,78.3,126,36,45.3,45.0,85.7
17463,123,38,44.8,42.9,82.6,111,24,41.6,32.6,72.2
19793,119,24,47.0,34.9,83.9,123,32,59.0,42.9,76.2
19520,127,30,56.3,51.4,82.6,120,40,48.2,50.0,88.0
18997,125,31,51.6,37.8,68.0,100,30,42.1,35.5,80.6
18064,101,20,39.0,32.4,88.2,113,24,49.4,36.4,71.4
20730,110,30,46.3,29.6,66.7,103,22,44.4,45.2,69.2
15135,126,36,53.9,34.4,79.2,114,26,47.8,41.0,71.4
18203,106,14,45.9,35.5,81.0,114,25,48.8,28.0,92.6
15739,138,27,53.3,41.2,81.3,117,36,47.3,24.1,78.6
18055,116,23,42.9,28.9,88.1,105,19,43.5,34.4,80.0
16607,116,32,45.8,33.3,88.9,112,20,43.5,40.0,93.3
16200,127,33,51.1,35.7,84.0,105,19,42.9,38.2,80.0
15823,101,23,40.9,25.7,80.0,91,19,37.8,30.2,76.9
17018,118,34,52.3,33.3,79.2,111,20,40.7,35.1,96.0
18835,96,24,40.9,13.0,72.4,114,25,47.6,35.7,72.7
18978,108,36,38.6,28.6,80.0,115,28,46.7,41.2,65.2
16889,111,31,47.4,26.1,68.2,104,27,37.1,35.1,79.2
19842,130,32,56.5,42.5,81.0,111,28,41.4,30.8,77.3
18306,116,25,48.2,38.9,87.0,101,28,43.2,33.3,75.0
15216,112,34,46.2,37.8,93.3,106,24,50.6,35.5,89.5
19860,116,31,50.0,44.0,77.3,120,23,50.5,36.4,51.9
19156,141,30,43.7,41.9,82.5,133,32,41.8,31.4,81.1
17865,118,30,48.8,40.0,74.1,123,29,50.0,48.1,81.8
17808,155,41,53.7,27.5,63.2,157,53,50.0,34.3,55.0
16097,106,18,48.2,35.1,81.3,126,32,50.5,30.3,81.5
17356,129,32,48.2,45.7,88.6,124,36,40.8,29.7,86.8
17463,93,20,42.5,22.6,63.2,103,33,47.3,28.6,86.2
20806,112,26,44.2,18.2,91.4,104,20,35.3,29.4,78.6
17078,129,37,50.6,48.7,72.2,125,35,50.6,40.0,84.4
18064,105,17,49.4,21.2,83.3,135,38,52.9,51.0,90.9
18846,106,18,39.4,20.9,78.9,122,34,51.2,39.5,80.8
18895,108,41,38.7,24.3,73.9,113,32,53.1,40.7,64.0
19812,98,20,43.2,44.0,68.0,106,15,40.9,28.6,78.8
19800,118,31,52.5,37.8,90.9,101,23,41.3,17.6,82.6
18203,113,27,46.0,34.6,88.9,101,17,48.1,22.2,91.3
18978,117,20,40.4,35.7,85.7,127,24,46.3,34.5,78.4
18306,104,21,42.7,36.4,84.6,113,27,44.0,50.0,88.5
19946,115,35,45.7,37.0,76.0,128,40,53.6,52.9,60.6
18997,117,28,47.7,31.0,65.0,105,22,45.7,33.3,51.6
19068,103,13,39.1,33.3,86.2,112,25,44.9,38.7,76.9
19079,86,25,35.2,34.3,57.1,115,30,48.3,36.2,73.7
17050,111,21,43.9,21.6,65.4,107,35,44.9,31.8,68.4
20506,104,24,43.4,36.8,85.7,112,22,44.2,33.3,83.9
19754,124,38,57.0,47.5,75.0,105,32,48.1,36.1,72.7
18290,119,31,52.7,34.1,69.2,98,21,35.4,34.2,83.3
18306,110,36,46.7,22.6,79.2,120,38,48.9,41.7,71.4
18997,114,28,45.3,32.4,67.6,112,19,45.8,38.2,76.7
19626,128,43,58.9,36.7,64.7,116,38,44.4,35.0,75.9
19800,127,34,51.1,38.6,88.9,81,12,32.6,24.2,64.7
18203,131,29,57.5,45.5,87.5,103,29,36.9,28.9,84.2
18024,126,35,55.6,48.6,64.3,117,31,50.7,40.0,86.1
18064,101,33,43.5,31.4,66.7,115,29,46.9,40.5,46.2
19393,107,40,48.8,43.3,63.2,104,24,43.0,31.4,95.0
17336,125,21,44.3,37.8,73.5,119,29,45.8,38.1,75.0
16580,134,25,48.0,42.9,75.8,137,30,57.0,45.9,81.5
20836,129,41,51.1,40.0,90.0,112,24,41.2,21.1,88.9
16162,113,27,47.9,43.2,62.5,115,22,49.4,38.2,82.4
18055,123,36,50.0,33.3,67.7,112,33,44.0,37.9,70.0
19936,139,41,50.5,36.4,75.0,123,27,44.2,35.7,70.6
18306,111,35,47.1,38.5,86.0,131,27,56.3,60.0,87.5
19068,124,40,50.0,43.2,82.4,97,14,41.6,25.9,72.7
16088,119,35,57.0,43.5,84.6,80,25,33.3,30.3,44.4
19993,97,27,35.2,34.6,71.4,108,25,38.1,33.3,83.3
16911,122,28,53.6,38.7,66.7,124,36,55.3,46.7,74.3
19143,115,29,57.9,47.4,81.8,98,23,40.7,36.6,81.0
18997,118,30,44.1,29.5,71.4,109,26,45.3,29.6,76.7
19460,106,24,44.7,41.9,73.9,118,28,47.8,48.7,92.9
18064,94,22,44.3,14.3,83.3,112,33,52.6,43.3,55.9
15021,110,31,42.7,38.5,81.3,106,17,41.4,27.8,68.6
16332,108,28,52.6,45.8,88.2,94,17,40.4,34.2,64.3
13152,107,30,47.0,33.3,76.0,101,27,50.6,26.7,64.7
19600,126,28,52.6,42.3,76.7,129,29,51.6,37.0,72.0
14967,120,27,44.7,36.1,92.0,130,23,49.0,43.8,72.0
18055,140,35,55.9,46.0,86.7,112,17,39.8,33.3,61.9
18354,103,20,42.4,33.3,73.7,109,36,41.9,37.8,66.7
15157,92,29,39.1,26.5,83.3,102,21,44.0,36.8,93.3
18306,103,15,44.9,30.0,73.3,114,23,53.6,42.3,81.3
20175,115,26,49.5,48.4,76.9,106,21,50.6,34.8,58.3
18203,112,25,48.8,34.6,72.4,108,27,45.1,34.3,100.0
16872,106,30,44.4,32.0,78.3,100,24,46.1,30.0,64.3
18064,86,24,42.5,28.1,90.0,116,24,51.1,33.3,66.7
18846,136,35,54.1,30.0,81.8,125,35,48.4,38.6,66.7
17034,141,29,51.5,48.7,73.3,118,36,45.7,39.1,76.2
19800,96,23,34.7,23.3,69.0,99,25,43.6,43.3,72.0
19704,126,31,51.9,48.6,75.0,118,31,47.6,42.0,89.5
17794,101,30,42.9,26.7,75.0,104,21,41.8,28.9,81.0
18304,116,43,54.5,39.1,73.3,104,25,45.3,35.5,58.3
18412,133,31,50.0,46.7,85.7,86,24,36.3,17.1,70.0
18306,129,31,49.4,51.4,73.3,119,28,45.9,37.8,71.4
17142,111,24,60.0,39.1,70.6,113,29,48.9,40.6,75.0
19068,132,37,53.9,46.2,90.0,103,27,45.1,36.0,75.0
19812,125,31,55.3,40.0,69.7,115,25,46.1,48.6,69.6
19600,116,24,45.1,36.8,83.3,113,27,46.5,36.4,73.9
17765,129,23,54.8,42.9,86.4,117,28,50.0,28.6,71.4
17794,105,29,45.3,32.3,81.8,88,25,41.4,25.7,58.3
19432,104,31,48.2,22.7,85.0,113,30,54.0,34.8,78.6
19156,110,28,39.0,31.0,76.0,111,19,41.8,27.3,77.8
18354,114,38,52.4,45.2,75.0,113,27,48.8,40.5,69.6
16395,99,41,41.0,41.4,82.6,115,28,47.1,30.0,75.0
19149,85,20,35.4,22.9,90.0,93,26,40.2,22.6,76.2
19068,136,34,59.2,54.2,80.5,130,39,50.5,48.8,65.0
18058,91,24,36.4,31.0,40.0,111,28,46.8,27.5,63.2
19777,133,40,56.6,50.0,70.0,118,32,46.1,26.3,89.7
17499,106,16,40.7,25.7,88.5,100,31,41.3,42.9,66.7
18547,114,33,42.1,21.9,81.8,122,29,51.5,37.1,90.0
18064,110,28,47.2,32.1,70.8,124,35,48.8,66.7,88.9
18142,125,36,48.5,40.0,63.3,123,31,41.5,35.7,92.6
18078,107,28,38.5,32.6,86.4,130,35,55.7,48.5,100.0
15453,113,25,46.2,41.5,66.7,126,31,56.6,48.8,85.7
19600,105,31,43.0,48.6,72.2,89,26,40.7,20.6,63.2
16207,88,23,32.3,25.7,93.8,127,24,50.0,43.8,67.7
18407,109,19,46.8,27.8,64.7,107,29,47.6,28.6,75.0
17635,111,34,51.9,50.0,78.9,116,26,50.0,48.4,88.5
12008,103,36,47.6,41.4,72.2,104,19,47.5,34.4,85.0
19156,120,33,42.7,30.6,73.9,129,28,43.0,28.6,76.3
18203,94,27,42.0,32.1,65.4,109,38,45.2,30.6,84.6
15264,134,31,52.0,35.9,59.3,139,28,55.7,41.2,85.0
19520,100,25,44.8,15.0,73.1,116,26,51.2,43.9,63.6
15553,114,39,45.9,38.5,84.0,123,30,46.5,41.2,82.9
16419,133,39,56.2,44.8,83.3,126,23,51.2,42.1,82.4
18997,120,28,53.5,39.4,83.3,107,35,44.7,40.0,75.0
16897,106,27,43.8,34.2,75.0,112,28,46.5,36.7,80.8
15138,107,32,46.5,41.9,60.0,114,38,61.3,41.7,70.6
17695,119,36,45.7,28.3,90.9,100,23,43.3,25.9,81.8
19600,116,30,51.9,50.0,80.0,113,26,52.4,43.3,85.7
16588,104,26,48.2,35.0,83.3,112,35,50.6,27.8,80.0
16941,79,23,33.3,16.7,70.6,118,22,43.0,45.5,85.7
13392,115,22,49.4,44.2,64.0,108,29,47.9,36.7,63.6
20459,127,24,46.3,44.0,70.8,123,22,43.9,37.0,54.5
19393,125,37,51.9,41.9,87.5,104,30,38.8,31.4,61.9
13311,112,34,49.4,39.4,82.1,114,31,53.0,30.8,90.0
18055,105,23,36.1,16.7,77.8,120,33,46.4,32.5,74.4
15485,108,30,53.2,37.9,72.2,125,32,49.0,45.9,82.4
18064,113,27,40.8,26.9,76.0,121,32,47.6,31.7,90.3
17856,118,33,47.4,48.4,88.6,112,34,53.5,37.5,66.7
16277,139,41,53.1,41.7,71.0,120,22,46.7,29.4,88.9
19499,103,20,45.1,16.7,77.3,126,27,49.0,38.7,80.0
14315,118,24,46.9,27.0,80.0,132,29,60.7,33.3,74.2
20229,102,25,41.2,23.7,86.7,108,29,50.7,36.4,72.7
18384,110,32,41.8,36.8,71.4,104,26,43.0,27.3,67.7
19156,94,29,37.2,27.8,77.8,99,30,45.0,37.8,83.3
20370,121,33,47.4,38.3,76.5,96,28,46.4,30.0,69.2
15522,127,34,49.5,45.2,94.7,117,22,49.4,40.6,75.0
18997,113,19,41.8,18.8,81.6,103,22,41.6,27.9,73.9
19159,108,30,52.9,46.9,76.0,99,17,46.1,33.3,70.0
16590,105,17,46.5,30.0,72.7,111,28,51.9,30.3,75.0
19432,104,23,55.3,42.9,66.7,102,33,50.6,40.6,37.5
17117,118,38,49.4,36.4,60.6,101,18,33.7,26.5,85.7
18064,118,21,55.0,36.0,75.0,114,26,48.8,38.2,86.4
19691,111,24,47.2,25.6,65.4,123,40,48.2,53.8,87.0
15916,110,22,50.0,36.7,85.4,107,23,42.4,35.3,68.0
19068,103,25,39.5,22.6,75.7,112,27,44.8,28.6,85.7
18978,107,29,39.4,24.2,80.6,120,36,48.9,31.4,67.7
19156,104,26,41.3,35.1,78.9,105,29,44.3,40.0,73.5
17282,140,47,55.3,44.2,87.1,131,28,53.7,39.4,76.2
20324,109,26,42.9,32.6,68.0,112,31,52.3,34.8,66.7
18135,89,23,33.3,40.4,85.7,100,29,48.5,46.4,82.1
18055,106,24,44.3,28.1,76.0,126,34,48.4,44.8,80.6
18361,96,27,43.9,31.6,72.0,84,22,36.3,28.9,68.2
17995,132,35,45.7,38.2,73.3,129,18,43.9,38.5,91.7
16449,113,22,46.7,25.8,91.3,118,22,47.6,39.6,77.8
14399,143,32,55.2,48.8,59.3,138,32,47.1,39.6,91.3
19838,109,39,43.6,39.0,91.7,95,24,37.8,30.0,66.7
18306,92,22,39.8,37.2,71.4,101,27,43.4,36.1,88.9
15048,122,36,47.3,40.0,84.4,115,31,51.9,38.1,74.2
17053,111,22,49.5,37.5,90.9,114,30,44.1,35.1,86.4
17837,108,27,50.0,35.3,80.0,103,29,50.0,25.0,73.9
15388,115,35,50.0,37.9,73.7,120,27,46.7,42.4,90.9
18354,119,27,51.7,46.9,80.0,109,29,45.7,38.6,72.7
18055,117,26,51.2,39.5,76.9,111,35,48.2,40.0,73.9
19393,121,36,50.6,48.6,82.4,105,28,40.2,34.4,96.0
18997,102,33,46.0,37.5,58.3,104,27,41.1,32.5,73.9
18064,107,26,46.8,28.9,81.5,131,35,50.0,45.5,100.0
20172,124,34,50.6,42.4,81.3,106,29,46.4,31.4,68.0
19600,98,40,46.4,34.1,83.3,109,22,45.1,50.0,81.8
15393,131,24,45.3,34.1,80.8,136,33,53.2,39.3,73.5
20302,113,33,45.7,34.3,73.9,97,29,47.0,35.9,62.5
